YAL028W	chr1	+	92901	94488	92901	94488	1	92901,	94488,	P39734
YAL027W	chr1	+	94688	95474	94688	95474	1	94688,	95474,	P39735
YAL026C	chr1	-	95631	99699	95631	99699	1	95631,	99699,	P39524
YAL025C	chr1	-	100226	101147	100226	101147	1	100226,	101147,	P10962
YAL024C	chr1	-	101566	105874	101566	105874	1	101566,	105874,	P07866
YAL023C	chr1	-	106273	108553	106273	108553	1	106273,	108553,	P31382
YAL022C	chr1	-	108878	110432	108878	110432	1	108878,	110432,	P31381
YAL021C	chr1	-	110847	113361	110847	113361	1	110847,	113361,	P31384
YAL020C	chr1	-	113615	114617	113615	114617	1	113615,	114617,	P31386
YAL019W	chr1	+	114920	118316	114920	118316	1	114920,	118316,	P31380
YAL018C	chr1	-	118565	119543	118565	119543	1	118565,	119543,	P31379
YAL017W	chr1	+	120226	124297	120226	124297	1	120226,	124297,	P31374
YAL016C-B	chr1	-	124308	124494	124308	124494	1	124308,	124494,	n/a
YAL016W	chr1	+	124880	126788	124880	126788	1	124880,	126788,	P31383
YAL015C	chr1	-	126904	128104	126904	128104	1	126904,	128104,	P31378
YAL014C	chr1	-	128253	129021	128253	129021	1	128253,	129021,	P31377
YAL013W	chr1	+	129271	130360	129271	130360	1	129271,	130360,	P31385
YAL012W	chr1	+	130801	131986	130801	131986	1	130801,	131986,	P31373
YAL011W	chr1	+	132201	134079	132201	134079	1	132201,	134079,	P31376
YAL010C	chr1	-	134185	135667	134185	135667	1	134185,	135667,	P18409
YAL009W	chr1	+	135855	136635	135855	136635	1	135855,	136635,	P18410
YAL008W	chr1	+	136915	137512	136915	137512	1	136915,	137512,	P18411
YAL007C	chr1	-	137699	138347	137699	138347	1	137699,	138347,	P39704
YAL005C	chr1	-	139504	141433	139504	141433	1	139504,	141433,	P10591
YAL003W	chr1	+	142175	143162	142175	143162	2	142175,142621,	142255,143162,	P32471
YAL002W	chr1	+	144001	147532	144001	147532	1	144001,	147532,	P39702
YAL001C	chr1	-	147594	151167	147594	151167	2	147594,151097,	151007,151167,	P34111
YAR002W	chr1	+	152257	153877	152257	153877	1	152257,	153877,	P39705
YAR002C-A	chr1	-	154065	154725	154065	154725	1	154065,	154725,	Q05359
YAR003W	chr1	+	155005	156286	155005	156286	1	155005,	156286,	P39706
YAR007C	chr1	-	156754	158620	156754	158620	1	156754,	158620,	P22336
YAR008W	chr1	+	158965	159793	158965	159793	1	158965,	159793,	P39707
YAR014C	chr1	-	166757	168866	166757	168866	1	166757,	168866,	P27637
YAR015W	chr1	+	169369	170290	169369	170290	1	169369,	170290,	P27616
YAR018C	chr1	-	170390	171698	170390	171698	1	170390,	171698,	P22209
YAR019C	chr1	-	172208	175133	172208	175133	1	172208,	175133,	P27636
YAR020C	chr1	-	176853	177021	176853	177021	1	176853,	177021,	P39545
YAR023C	chr1	-	179278	179818	179278	179818	1	179278,	179818,	P39546
YAR027W	chr1	+	183763	184471	183763	184471	1	183763,	184471,	P39547
YAR028W	chr1	+	184885	185590	184885	185590	1	184885,	185590,	P39548
YAR029W	chr1	+	186314	186539	186314	186539	1	186314,	186539,	P39549
YAR031W	chr1	+	186829	187726	186829	187726	1	186829,	187726,	P39551
YAR033W	chr1	+	188100	188805	188100	188805	1	188100,	188805,	P39552
YAR035W	chr1	+	190186	192250	190186	192250	1	190186,	192250,	P80235
YAR035C-A	chr1	-	192330	192411	192330	192411	1	192330,	192411,	n/a
YAR042W	chr1	+	192612	196179	192612	196179	1	192612,	196179,	P39555
YAR050W	chr1	+	203393	208007	203393	208007	1	203393,	208007,	P32768
YAR064W	chr1	+	220188	220488	220188	220488	1	220188,	220488,	P39563
YAR066W	chr1	+	221039	221651	221039	221651	1	221039,	221651,	P38897
YAR068W	chr1	+	222396	222882	222396	222882	1	222396,	222882,	P39564
YAR071W	chr1	+	225450	226854	225450	226854	1	225450,	226854,	P35842
YAR073W	chr1	+	227732	228944	227732	228944	1	227732,	228944,	P39567
YAR075W	chr1	+	228834	229308	228834	229308	1	228834,	229308,	O42831
YJL225C	chr10	-	465	6130	465	6130	2	465,4969,	4581,6130,	P40889
YJL223C	chr10	-	8775	9138	8775	9138	1	8775,	9138,	n/a
YJL222W	chr10	+	11474	16124	11474	16124	1	11474,	16124,	P40890
YJL221C	chr10	-	16766	18536	16766	18536	1	16766,	18536,	P40439
YJL219W	chr10	+	19496	21200	19496	21200	1	19496,	21200,	P40885
YJL218W	chr10	+	21972	22563	21972	22563	1	21972,	22563,	P40892
YJL217W	chr10	+	23132	23729	23132	23729	1	23132,	23729,	P40893
YJL216C	chr10	-	24340	26086	24340	26086	1	24340,	26086,	P40884
YJL214W	chr10	+	26886	28596	26886	28596	1	26886,	28596,	P40886
YJL213W	chr10	+	32162	33158	32162	33158	1	32162,	33158,	P40896
YJL212C	chr10	-	33849	36249	33849	36249	1	33849,	36249,	P40897
YJL210W	chr10	+	36918	37734	36918	37734	1	36918,	37734,	P32800
YJL209W	chr10	+	38004	39969	38004	39969	1	38004,	39969,	P07252
YJL208C	chr10	-	40193	41183	40193	41183	1	40193,	41183,	P08466
YJL207C	chr10	-	41388	47433	41388	47433	1	41388,	47433,	P39526
YJL206C	chr10	-	47658	49935	47658	49935	1	47658,	49935,	P39529
YJL205C	chr10	-	50138	50443	50138	50443	2	50138,50411,	50268,50443,	Q02820
YJL204C	chr10	-	50628	53151	50628	53151	1	50628,	53151,	P39531
YJL203W	chr10	+	53340	54183	53340	54183	1	53340,	54183,	P32524
YJL201W	chr10	+	54378	56178	54378	56178	1	54378,	56178,	P32525
YJL200C	chr10	-	56443	58813	56443	58813	1	56443,	58813,	P39533
YJL198W	chr10	+	60842	63488	60842	63488	1	60842,	63488,	P39535
YJL197W	chr10	+	63803	67568	63803	67568	1	63803,	67568,	P39538
YJL196C	chr10	-	67848	68781	67848	68781	1	67848,	68781,	P39540
YJL194W	chr10	+	69336	70878	69336	70878	1	69336,	70878,	P09119
YJL193W	chr10	+	71364	72573	71364	72573	1	71364,	72573,	P39542
YJL192C	chr10	-	72708	73413	72708	73413	1	72708,	73413,	P39543
YJL191W	chr10	+	73785	74610	73785	74610	2	73785,74203,	73795,74610,	P39516
YJL190C	chr10	-	74908	75301	74908	75301	1	74908,	75301,	P04648
YJL189W	chr10	+	75931	76473	75931	76473	2	75931,76323,	75937,76473,	P04650
YJL187C	chr10	-	76801	79261	76801	79261	1	76801,	79261,	P32944
YJL186W	chr10	+	80152	81913	80152	81913	1	80152,	81913,	P46982
YJL185C	chr10	-	82092	82974	82092	82974	1	82092,	82974,	P46983
YJL184W	chr10	+	83445	83817	83445	83817	1	83445,	83817,	P46984
YJL183W	chr10	+	84065	85334	84065	85334	1	84065,	85334,	P46985
YJL181W	chr10	+	85657	87493	85657	87493	1	85657,	87493,	P46987
YJL180C	chr10	-	87580	88558	87580	88558	1	87580,	88558,	P22135
YJL179W	chr10	+	88784	89114	88784	89114	1	88784,	89114,	P46988
YJL178C	chr10	-	89279	89870	89279	89870	1	89279,	89870,	P46989
YJL177W	chr10	+	90782	91654	90782	91654	2	90782,91408,	91091,91654,	P46990
YJL176C	chr10	-	92049	94527	92049	94527	1	92049,	94527,	P32591
YJL174W	chr10	+	95088	95919	95088	95919	1	95088,	95919,	P39005
YJL173C	chr10	-	96157	96526	96157	96526	1	96157,	96526,	P26755
YJL172W	chr10	+	97729	99460	97729	99460	1	97729,	99460,	P27614
YJL171C	chr10	-	99696	100887	99696	100887	1	99696,	100887,	P46992
YJL170C	chr10	-	101142	101694	101142	101694	1	101142,	101694,	P46993
YJL168C	chr10	-	102218	104420	102218	104420	1	102218,	104420,	P46995
YJL167W	chr10	+	105005	106064	105005	106064	1	105005,	106064,	P08524
YJL166W	chr10	+	106425	106710	106425	106710	1	106425,	106710,	P08525
YJL165C	chr10	-	106885	109453	106885	109453	1	106885,	109453,	P38970
YJL164C	chr10	-	109957	111151	109957	111151	1	109957,	111151,	P06244
YJL163C	chr10	-	111659	113327	111659	113327	1	111659,	113327,	P46996
YJL162C	chr10	-	114174	115623	114174	115623	1	114174,	115623,	P46997
YJL161W	chr10	+	117238	117781	117238	117781	1	117238,	117781,	P46998
YJL160C	chr10	-	118277	118820	118277	118820	1	118277,	118820,	P46999
YJL159W	chr10	+	120443	121376	120443	121376	1	120443,	121376,	P47000
YJL158C	chr10	-	121961	122645	121961	122645	1	121961,	122645,	P47001
YJL157C	chr10	-	123532	126025	123532	126025	1	123532,	126025,	P21268
YJL156C	chr10	-	126586	128650	126586	128650	1	126586,	128650,	P47002
YJL155C	chr10	-	128982	130341	128982	130341	1	128982,	130341,	P32604
YJL154C	chr10	-	130798	133633	130798	133633	1	130798,	133633,	P34110
YJL153C	chr10	-	134029	135631	134029	135631	1	134029,	135631,	P11986
YJL151C	chr10	-	136069	136471	136069	136471	1	136069,	136471,	P14359
YJL149W	chr10	+	137076	139068	137076	139068	1	137076,	139068,	P47005
YJL148W	chr10	+	140134	140836	140134	140836	1	140134,	140836,	P47006
YJL147C	chr10	-	141116	142265	141116	142265	1	141116,	142265,	P47007
YJL146W	chr10	+	142989	144399	142989	144399	1	142989,	144399,	P46958
YJL145W	chr10	+	144857	145742	144857	145742	1	144857,	145742,	P47008
YJL144W	chr10	+	146056	146371	146056	146371	1	146056,	146371,	P47009
YJL143W	chr10	+	146798	147275	146798	147275	1	146798,	147275,	P39515
YJL141C	chr10	-	147664	150088	147664	150088	1	147664,	150088,	P14680
YJL140W	chr10	+	150658	151324	150658	151324	1	150658,	151324,	P20433
YJL139C	chr10	-	151410	152697	151410	152697	1	151410,	152697,	P26725
YJL138C	chr10	-	153201	154389	153201	154389	1	153201,	154389,	P10081
YJL137C	chr10	-	154682	155825	154682	155825	1	154682,	155825,	P47011
YJL136W-A	chr10	+	155866	155950	155866	155950	1	155866,	155950,	n/a
YJL136C	chr10	-	156247	156971	156247	156971	2	156247,156947,	156487,156971,	n/a
YJL134W	chr10	+	157885	159115	157885	159115	1	157885,	159115,	P47013
YJL133C-A	chr10	-	159320	159545	159320	159545	1	159320,	159545,	n/a
YJL133W	chr10	+	160316	161261	160316	161261	1	160316,	161261,	P10566
YJL132W	chr10	+	161611	163864	161611	163864	1	161611,	163864,	P47014
YJL131C	chr10	-	163975	165046	163975	165046	1	163975,	165046,	P47015
YJL130C	chr10	-	165420	172065	165420	172065	1	165420,	172065,	P07259
YJL129C	chr10	-	173296	177004	173296	177004	1	173296,	177004,	P12685
YJL128C	chr10	-	177794	179801	177794	179801	1	177794,	179801,	P08018
YJL127C-B	chr10	-	181249	181408	181249	181408	1	181249,	181408,	n/a
YJL127C	chr10	-	181996	183919	181996	183919	1	181996,	183919,	P35208
YJL126W	chr10	+	184199	185123	184199	185123	1	184199,	185123,	P47016
YJL125C	chr10	-	185226	186378	185226	186378	1	185226,	186378,	P46959
YJL124C	chr10	-	186825	187344	186825	187344	1	186825,	187344,	P47017
YJL123C	chr10	-	187703	189140	187703	189140	1	187703,	189140,	P47018
YJL122W	chr10	+	189415	189943	189415	189943	1	189415,	189943,	P47019
YJL121C	chr10	-	190073	190790	190073	190790	1	190073,	190790,	P46969
YJL118W	chr10	+	191338	191998	191338	191998	1	191338,	191998,	P47022
YJL117W	chr10	+	192230	193166	192230	193166	1	192230,	193166,	P46956
YJL116C	chr10	-	193559	194573	193559	194573	1	193559,	194573,	P46955
YJL115W	chr10	+	195985	196825	195985	196825	1	195985,	196825,	P32447
YJL112W	chr10	+	205001	207146	205001	207146	1	205001,	207146,	P47025
YJL111W	chr10	+	207573	209226	207573	209226	1	207573,	209226,	P42943
YJL110C	chr10	-	209618	211274	209618	211274	1	209618,	211274,	P42944
YJL109C	chr10	-	211696	217006	211696	217006	1	211696,	217006,	P42945
YJL108C	chr10	-	217401	218553	217401	218553	1	217401,	218553,	P42946
YJL107C	chr10	-	218549	219713	218549	219713	1	218549,	219713,	P42947
YJL106W	chr10	+	221086	223024	221086	223024	1	221086,	223024,	P32581
YJL105W	chr10	+	224751	226434	224751	226434	1	224751,	226434,	P42948
YJL104W	chr10	+	227023	227473	227023	227473	1	227023,	227473,	P42949
YJL103C	chr10	-	228721	230578	228721	230578	1	228721,	230578,	P42950
YJL102W	chr10	+	230997	233457	230997	233457	1	230997,	233457,	P39677
YJL101C	chr10	-	234016	236053	234016	236053	1	234016,	236053,	P32477
YJL100W	chr10	+	236959	238783	236959	238783	1	236959,	238783,	P42951
YJL099W	chr10	+	239110	241351	239110	241351	1	239110,	241351,	P40955
YJL098W	chr10	+	241778	244955	241778	244955	1	241778,	244955,	P40856
YJL097W	chr10	+	245287	245941	245287	245941	1	245287,	245941,	P40857
YJL096W	chr10	+	246186	246672	246186	246672	1	246186,	246672,	P40858
YJL095W	chr10	+	246950	251387	246950	251387	1	246950,	251387,	Q01389
YJL094C	chr10	-	251516	254138	251516	254138	1	251516,	254138,	P40309
YJL093C	chr10	-	254432	256508	254432	256508	1	254432,	256508,	P40310
YJL092W	chr10	+	257118	260643	257118	260643	1	257118,	260643,	P12954
YJL091C	chr10	-	260775	262248	260775	262248	1	260775,	262248,	P47026
YJL090C	chr10	-	262452	264747	262452	264747	1	262452,	264747,	P47027
YJL089W	chr10	+	265621	268111	265621	268111	1	265621,	268111,	P46954
YJL088W	chr10	+	268494	269511	268494	269511	1	268494,	269511,	P05150
YJL087C	chr10	-	269697	272181	269697	272181	1	269697,	272181,	P09880
YJL085W	chr10	+	272522	274394	272522	274394	1	272522,	274394,	P19658
YJL084C	chr10	-	274557	277698	274557	277698	1	274557,	277698,	P47029
YJL083W	chr10	+	278536	280351	278536	280351	1	278536,	280351,	P47030
YJL082W	chr10	+	280880	283076	280880	283076	1	280880,	283076,	P47031
YJL081C	chr10	-	283497	284967	283497	284967	1	283497,	284967,	P80428
YJL080C	chr10	-	285253	288922	285253	288922	1	285253,	288922,	P06105
YJL079C	chr10	-	289570	290470	289570	290470	1	289570,	290470,	P47032
YJL078C	chr10	-	291031	293677	291031	293677	1	291031,	293677,	P47033
YJL077W-B	chr10	+	293742	293841	293742	293841	1	293742,	293841,	n/a
YJL077C	chr10	-	294361	294757	294361	294757	1	294361,	294757,	P47034
YJL076W	chr10	+	294940	298510	294940	298510	1	294940,	298510,	P47035
YJL074C	chr10	-	298852	302545	298852	302545	1	298852,	302545,	P47037
YJL073W	chr10	+	302876	304814	302876	304814	1	302876,	304814,	P40358
YJL072C	chr10	-	304916	305558	304916	305558	1	304916,	305558,	P40359
YJL071W	chr10	+	305827	307552	305827	307552	1	305827,	307552,	P40360
YJL070C	chr10	-	307666	310333	307666	310333	1	307666,	310333,	P40361
YJL069C	chr10	-	310617	312402	310617	312402	1	310617,	312402,	P40362
YJL068C	chr10	-	312711	313611	312711	313611	1	312711,	313611,	P40363
YJL066C	chr10	-	313809	314568	313809	314568	1	313809,	314568,	P40364
YJL065C	chr10	-	314749	315253	314749	315253	1	314749,	315253,	P40366
YJL063C	chr10	-	315454	316171	315454	316171	1	315454,	316171,	P22353
YJL062W-A	chr10	+	316418	316676	316418	316676	1	316418,	316676,	n/a
YJL062W	chr10	+	316979	319472	316979	319472	1	316979,	319472,	P40367
YJL061W	chr10	+	319711	321853	319711	321853	1	319711,	321853,	P40368
YJL060W	chr10	+	323081	324416	323081	324416	1	323081,	324416,	P47039
YJL059W	chr10	+	324659	325886	324659	325886	1	324659,	325886,	P47040
YJL058C	chr10	-	325937	327569	325937	327569	1	325937,	327569,	P47041
YJL057C	chr10	-	327813	329817	327813	329817	1	327813,	329817,	P47042
YJL056C	chr10	-	330126	332769	330126	332769	1	330126,	332769,	P47043
YJL055W	chr10	+	333052	333790	333052	333790	1	333052,	333790,	P47044
YJL054W	chr10	+	333960	335397	333960	335397	1	333960,	335397,	P47045
YJL053W	chr10	+	335593	336733	335593	336733	1	335593,	336733,	P40335
YJL052C-A	chr10	-	337579	337699	337579	337699	1	337579,	337699,	n/a
YJL052W	chr10	+	337966	338965	337966	338965	1	337966,	338965,	P00360
YJL051W	chr10	+	339482	341951	339482	341951	1	339482,	341951,	P47046
YJL050W	chr10	+	342217	345439	342217	345439	1	342217,	345439,	P47047
YJL049W	chr10	+	345668	347021	345668	347021	1	345668,	347021,	P47048
YJL048C	chr10	-	347142	348333	347142	348333	1	347142,	348333,	P47049
YJL047C-A	chr10	-	348739	348874	348739	348874	1	348739,	348874,	n/a
YJL047C	chr10	-	349275	351804	349275	351804	1	349275,	351804,	P47050
YJL046W	chr10	+	351955	353311	351955	353311	1	351955,	353311,	P47051
YJL045W	chr10	+	355719	357624	355719	357624	1	355719,	357624,	P47052
YJL044C	chr10	-	357995	359372	357995	359372	1	357995,	359372,	P32806
YJL043W	chr10	+	359825	360599	359825	360599	1	359825,	360599,	P47053
YJL042W	chr10	+	360944	365141	360944	365141	1	360944,	365141,	P43638
YJL041W	chr10	+	365479	368069	365479	368069	2	365479,365598,	365480,368069,	P14907
YJL039C	chr10	-	368443	373495	368443	373495	1	368443,	373495,	P47054
YJL038C	chr10	-	374810	375470	374810	375470	1	374810,	375470,	P47055
YJL037W	chr10	+	376357	377032	376357	377032	1	376357,	377032,	P47056
YJL036W	chr10	+	378520	379792	378520	379792	1	378520,	379792,	P47057
YJL035C	chr10	-	379944	380697	379944	380697	1	379944,	380697,	P47058
YJL034W	chr10	+	381022	383071	381022	383071	1	381022,	383071,	P16474
YJL033W	chr10	+	383532	385845	383532	385845	1	383532,	385845,	P20448
YJL031C	chr10	-	386063	386936	386063	386936	1	386063,	386936,	Q00618
YJL030W	chr10	+	387352	387943	387352	387943	1	387352,	387943,	P40958
YJL029C	chr10	-	388080	390549	388080	390549	1	388080,	390549,	P47061
YJL027C	chr10	-	391528	391945	391528	391945	1	391528,	391945,	P47063
YJL026W	chr10	+	392099	393299	392099	393299	1	392099,	393299,	P09938
YJL025W	chr10	+	393662	395207	393662	395207	1	393662,	395207,	P40992
YJL024C	chr10	-	395626	396288	395626	396288	2	395626,396266,	396189,396288,	P47064
YJL023C	chr10	-	397050	398094	397050	398094	1	397050,	398094,	P47065
YJL020C	chr10	-	398632	402106	398632	402106	1	398632,	402106,	P47068
YJL019W	chr10	+	402592	404641	402592	404641	1	402592,	404641,	P47069
YJL016W	chr10	+	405283	406969	405283	406969	1	405283,	406969,	P47072
YJL014W	chr10	+	407252	408857	407252	408857	1	407252,	408857,	P39077
YJL013C	chr10	-	409187	410735	409187	410735	1	409187,	410735,	P47074
YJL012C-A	chr10	-	410928	411126	410928	411126	1	410928,	411126,	n/a
YJL012C	chr10	-	411146	413093	411146	413093	1	411146,	413093,	P47075
YJL011C	chr10	-	413978	414464	413978	414464	1	413978,	414464,	P47076
YJL010C	chr10	-	417255	419256	417255	419256	1	417255,	419256,	P47077
YJL008C	chr10	-	419650	421357	419650	421357	1	419650,	421357,	P47079
YJL006C	chr10	-	422831	423803	422831	423803	1	422831,	423803,	P46962
YJL005W	chr10	+	424850	430931	424850	430931	1	424850,	430931,	P08678
YJL004C	chr10	-	431282	431894	431282	431894	1	431282,	431894,	P41544
YJL003W	chr10	+	432337	432694	432337	432694	1	432337,	432694,	P47081
YJL002C	chr10	-	432914	434345	432914	434345	1	432914,	434345,	P41543
YJL001W	chr10	+	434856	435620	434856	435620	2	434856,435037,	434921,435620,	P38624
YJR001W	chr10	+	436495	438304	436495	438304	1	436495,	438304,	P47082
YJR002W	chr10	+	438557	440339	438557	440339	1	438557,	440339,	P47083
YJR003C	chr10	-	440686	442306	440686	442306	1	440686,	442306,	P47084
YJR004C	chr10	-	442601	444554	442601	444554	1	442601,	444554,	P20840
YJR005W	chr10	+	445615	447718	445615	447718	1	445615,	447718,	P27351
YJR005C-A	chr10	-	448169	448451	448169	448451	1	448169,	448451,	n/a
YJR006W	chr10	+	448894	450358	448894	450358	1	448894,	450358,	P46957
YJR007W	chr10	+	450712	451627	450712	451627	1	450712,	451627,	P20459
YJR008W	chr10	+	452122	453139	452122	453139	1	452122,	453139,	P47085
YJR009C	chr10	-	453375	454374	453375	454374	1	453375,	454374,	P00358
YJR010W	chr10	+	455931	457467	455931	457467	1	455931,	457467,	P08536
YJR010C-A	chr10	-	457769	458054	457769	458054	1	457769,	458054,	P46965
YJR011C	chr10	-	458333	459119	458333	459119	1	458333,	459119,	P47086
YJR013W	chr10	+	460369	461287	460369	461287	1	460369,	461287,	P47088
YJR014W	chr10	+	461522	462119	461522	462119	1	461522,	462119,	P47089
YJR015W	chr10	+	462414	463947	462414	463947	1	462414,	463947,	P47090
YJR016C	chr10	-	464144	465902	464144	465902	1	464144,	465902,	P39522
YJR017C	chr10	-	466214	466727	466214	466727	1	466214,	466727,	P22696
YJR019C	chr10	-	466925	467975	466925	467975	1	466925,	467975,	P41903
YJR021C	chr10	-	468248	469273	468248	469273	2	468248,468957,	468877,469273,	P21651
YJR022W	chr10	+	469477	469807	469477	469807	1	469477,	469807,	P47093
YJR024C	chr10	-	469923	470658	469923	470658	1	469923,	470658,	P47095
YJR025C	chr10	-	470831	471365	470831	471365	1	470831,	471365,	P47096
YJR030C	chr10	-	483652	485890	483652	485890	1	483652,	485890,	P47101
YJR031C	chr10	-	486279	490506	486279	490506	1	486279,	490506,	P47102
YJR032W	chr10	+	490774	491956	490774	491956	1	490774,	491956,	P47103
YJR033C	chr10	-	492071	496145	492071	496145	1	492071,	496145,	P47104
YJR034W	chr10	+	496376	496703	496376	496703	1	496376,	496703,	Q02772
YJR035W	chr10	+	497048	500306	497048	500306	1	497048,	500306,	P40352
YJR036C	chr10	-	500406	503085	500406	503085	1	500406,	503085,	P40985
YJR039W	chr10	+	503629	506995	503629	506995	1	503629,	506995,	P47107
YJR040W	chr10	+	507439	509779	507439	509779	1	507439,	509779,	P37020
YJR041C	chr10	-	509932	513457	509932	513457	1	509932,	513457,	P47108
YJR042W	chr10	+	513748	515983	513748	515983	1	513748,	515983,	P46673
YJR043C	chr10	-	516154	517207	516154	517207	1	516154,	517207,	P47110
YJR044C	chr10	-	518456	518879	518456	518879	1	518456,	518879,	P47111
YJR045C	chr10	-	519331	521296	519331	521296	1	519331,	521296,	P12398
YJR046W	chr10	+	521741	523556	521741	523556	1	521741,	523556,	P47112
YJR047C	chr10	-	524601	525075	524601	525075	1	524601,	525075,	P19211
YJR048W	chr10	+	526028	526358	526028	526358	1	526028,	526358,	P00044
YJR049C	chr10	-	526577	528170	526577	528170	1	526577,	528170,	P21373
YJR050W	chr10	+	528390	529098	528390	529098	1	528390,	529098,	P21374
YJR051W	chr10	+	529554	531060	529554	531060	1	529554,	531060,	P21375
YJR052W	chr10	+	531755	533453	531755	533453	1	531755,	533453,	P06779
YJR053W	chr10	+	533720	535445	533720	535445	1	533720,	535445,	P47113
YJR054W	chr10	+	535749	537243	535749	537243	1	535749,	537243,	P47114
YJR055W	chr10	+	538465	538960	538465	538960	1	538465,	538960,	P46973
YJR056C	chr10	-	541485	542196	541485	542196	1	541485,	542196,	P47115
YJR057W	chr10	+	543755	544406	543755	544406	1	543755,	544406,	P00572
YJR058C	chr10	-	544425	544869	544425	544869	1	544425,	544869,	Q00381
YJR059W	chr10	+	545480	547937	545480	547937	1	545480,	547937,	P47116
YJR060W	chr10	+	548452	549508	548452	549508	1	548452,	549508,	P17106
YJR061W	chr10	+	550204	553012	550204	553012	1	550204,	553012,	P40355
YJR062C	chr10	-	553169	554543	553169	554543	1	553169,	554543,	P40354
YJR063W	chr10	+	554888	555266	554888	555266	1	554888,	555266,	P32529
YJR064W	chr10	+	555607	557296	555607	557296	1	555607,	557296,	P40413
YJR065C	chr10	-	557502	558852	557502	558852	1	557502,	558852,	P47117
YJR066W	chr10	+	559109	566522	559109	566522	1	559109,	566522,	P35169
YJR067C	chr10	-	566712	567138	566712	567138	1	566712,	567138,	P47118
YJR068W	chr10	+	567336	568398	567336	568398	1	567336,	568398,	P40348
YJR069C	chr10	-	568499	569093	568499	569093	1	568499,	569093,	P47119
YJR070C	chr10	-	569314	570292	569314	570292	1	569314,	570292,	P47120
YJR072C	chr10	-	570660	571818	570660	571818	1	570660,	571818,	P47122
YJR073C	chr10	-	572008	572629	572008	572629	1	572008,	572629,	P05375
YJR074W	chr10	+	572788	573445	572788	573445	1	572788,	573445,	P47123
YJR075W	chr10	+	573674	574865	573674	574865	1	573674,	574865,	P47124
YJR076C	chr10	-	575047	576295	575047	576295	1	575047,	576295,	P32458
YJR077C	chr10	-	576948	577884	576948	577884	1	576948,	577884,	P23641
YJR078W	chr10	+	578553	579915	578553	579915	1	578553,	579915,	P47125
YJR079W	chr10	+	579898	580933	579898	580933	2	579898,580746,	580041,580933,	P47126
YJR080C	chr10	-	580125	581310	580125	581310	1	580125,	581310,	P47127
